Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Jayasree, A., Kottappally Thankappan, S., Ramachandran, R., Sundaram, M.N., Chen, C.-H., Mony, U., Chen, J.-P., Jayakumar, R.","57194630449; 57207730901; 55435071600; 56712384300; 34869279400; 35248416100; 7501900145; 7102739898","Bioengineered Braided Micro-Nano (Multiscale) Fibrous Scaffolds for Tendon Reconstruction",2019,"ACS Biomaterials Science and Engineering",5,"3",,1476,1486,,1,10.1021/acsbiomaterials.8b01328,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062779996&partnerID=40&md5=9cb19bd6058d5e2fbd887c160a355730",Article,Final,,Scopus,2-s2.0-85062779996
"Gholipourmalekabadi, M., Khosravimelal, S., Nokhbedehghan, Z., Sameni, M., Jajarmi, V., Urbanska, A.M., Mirzaei, H., Salimi, M., Chauhan, N.P.S., Mobaraki, M., Reis, R.L., Samadikuchaksaraei, A., Kundu, S.C.","56480648500; 57206721671; 57206724121; 56480392600; 36806312000; 8363666100; 55876820200; 57214690312; 56175382700; 57189214287; 57211930164; 6506900852; 25647983000","Modulation of Hypertrophic Scar Formation Using Amniotic Membrane/Electrospun Silk Fibroin Bilayer Membrane in a Rabbit Ear Model",2019,"ACS Biomaterials Science and Engineering",5,"3",,1487,1496,,5,10.1021/acsbiomaterials.8b01521,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061899632&partnerID=40&md5=972f275614a1a92a13e008a37a9edace",Article,Final,,Scopus,2-s2.0-85061899632
"Shang, L., Huang, Z., Pu, X., Yin, G., Chen, X.","57205886125; 22985489400; 14071910600; 35217055800; 23970380100","Preparation of Graphene Oxide-Doped Polypyrrole Composite Films with Stable Conductivity and Their Effect on the Elongation and Alignment of Neurite",2019,"ACS Biomaterials Science and Engineering",5,"3",,1268,1278,,1,10.1021/acsbiomaterials.8b01326,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061523792&partnerID=40&md5=a0d0e541c31d95843c5a56b467f50789",Article,Final,,Scopus,2-s2.0-85061523792
"Selvaraj, S., Jeevan, V., Rao Jonnalagadda, R., Nishad Fathima, N.","57193383899; 57205186731; 57194164687; 57203965360","Conversion of tannery solid waste to sound absorbing nanofibrous materials: A road to sustainability",2019,"Journal of Cleaner Production",213,"",,375,383,,2,10.1016/j.jclepro.2018.12.144,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058968775&partnerID=40&md5=e7daa3646b769dafd26a5e751e66045a",Article,Final,,Scopus,2-s2.0-85058968775
"Li, Y., Zheng, R., Yu, H., Cheng, X., Liu, T., Peng, N., Zhang, J., Shui, M., Shu, J.","57201379771; 57198448909; 56652767100; 57193494059; 56235842200; 57197904381; 57200518553; 6603600021; 24462655300","Fabrication of one-dimensional architecture Bi <inf>5</inf> Nb <inf>3</inf> O <inf>15</inf> nanowires by electrospinning for lithium-ion batteries with enhanced electrochemical performance",2019,"Electrochimica Acta",299,"",,894,901,,3,10.1016/j.electacta.2019.01.086,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060960578&partnerID=40&md5=b8b8519d62a5e8d9cb0e26b01f510524",Article,Final,,Scopus,2-s2.0-85060960578
"Bazbouz, M.B., Taylor, M., Baker, D., Ries, M.E., Goswami, P.","23099350200; 57194012617; 57203745806; 7102933998; 23018620700","Dry-jet wet electrospinning of native cellulose microfibers with macroporous structures from ionic liquids",2019,"Journal of Applied Polymer Science",136,"10", 47153,,,,3,10.1002/app.47153,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85054585989&partnerID=40&md5=5aca70919d665e916ce7997c502724e7",Article,Final,,Scopus,2-s2.0-85054585989
"Luo, F., Ma, D., Li, Y., Mi, H., Zhang, P., Luo, S.","57205444278; 56681615300; 37013369600; 55438157100; 13605073800; 57195944582","Hollow Co <inf>3</inf> S <inf>4</inf> /C anchored on nitrogen-doped carbon nanofibers as a free-standing anode for high-performance Li-ion batteries",2019,"Electrochimica Acta",299,"",,173,181,,25,10.1016/j.electacta.2018.12.175,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060013798&partnerID=40&md5=2fa984a6671e6dc3aae48b74ef977965",Article,Final,,Scopus,2-s2.0-85060013798
"Huang, J., Liao, Y., Li, G., Xu, N., Xu, M., Li, W.","57202547250; 35264579500; 57195479992; 57203352641; 22987223600; 36066500000","Cyclic stability improvement in a blended P(VdF-HFP)/P(BMA-AN-St)-based gel electrolyte by electrospinning for high voltage lithium ion batteries",2019,"Electrochimica Acta",299,"",,45,54,,3,10.1016/j.electacta.2018.12.168,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060857501&partnerID=40&md5=cb8e82d56d66d8a8bc85a61c756fe019",Article,Final,,Scopus,2-s2.0-85060857501
"Yuan, Z., Dong, L., Gao, Q., Huang, Z., Wang, L., Wang, G., Yu, X.","57200016356; 8976792000; 57195054679; 11241066600; 44462198300; 55658055598; 7404114281","SnSb alloy nanoparticles embedded in N-doped porous carbon nanofibers as a high-capacity anode material for lithium-ion batteries",2019,"Journal of Alloys and Compounds",777,"",,775,783,,8,10.1016/j.jallcom.2018.10.295,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85056259661&partnerID=40&md5=40f40d3c68543e56eaf7c17ca66c8b7a",Article,Final,,Scopus,2-s2.0-85056259661
"Li, L., Ding, Y., Yu, D., Li, L., Ramakrishna, S., Peng, S.","57204569306; 57204652734; 57204047443; 56026794800; 57205523298; 14008290500","Electrospun NiCo<inf>2</inf>O<inf>4</inf> nanotubes as anodes for Li- and Na-ion batteries",2019,"Journal of Alloys and Compounds",777,"",,1286,1293,,7,10.1016/j.jallcom.2018.11.115,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85056579556&partnerID=40&md5=2d0e23f4b22b1dca107912be7667c635",Article,Final,,Scopus,2-s2.0-85056579556
"Liu, Z.","55714608200","Tunable Construction and Application of Nano-Cobweb Fibrous Material | 纳米蛛网纤维材料的可控构筑与应用",2019,"Cailiao Daobao/Materials Review",33,"3",,907,916,,,10.11896/cldb.201905024,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85066322459&partnerID=40&md5=18e2602b67896665d6892b171a0f4da8",Review,Final,,Scopus,2-s2.0-85066322459
"Chen, Y., Yuan, X., Yang, C., Lian, Y., Razzaq, A.A., Shah, R., Guo, J., Zhao, X., Peng, Y., Deng, Z.","57203959360; 57201255060; 57215565877; 57203067481; 57203956165; 57202130592; 56270136000; 55547111595; 35243180400; 57202137651","γ-Fe<inf>2</inf>O<inf>3</inf> nanoparticles embedded in porous carbon fibers as binder-free anodes for high-performance lithium and sodium ion batteries",2019,"Journal of Alloys and Compounds",777,"",,127,134,,12,10.1016/j.jallcom.2018.10.371,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85056186475&partnerID=40&md5=0a791f858842ec83490dde70d78b6878",Article,Final,,Scopus,2-s2.0-85056186475
"Haq, M.U., Zhang, Z., Chen, X., Rahman, N., Khan, S., Khatoon, R., Hassan, S.S., Ye, Z., Zhu, L.","57196420211; 56310944000; 57216103940; 57198358561; 57207218483; 57204515729; 57204509819; 56720687900; 57204513994","A two-step synthesis of microsphere-decorated fibers based on NiO/ZnSnO<inf>3</inf> composites towards superior ethanol sensitivity performance",2019,"Journal of Alloys and Compounds",777,"",,73,83,,9,10.1016/j.jallcom.2018.10.361,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85055883088&partnerID=40&md5=2c4e281d7dbe67bc38a75714ce401339",Article,Final,,Scopus,2-s2.0-85055883088
"Poláková, L., Širc, J., Hobzová, R., Cocârță, A.-I., Heřmánková, E.","23971205200; 16417601300; 6507705757; 36989304100; 57200031847","Electrospun nanofibers for local anticancer therapy: Review of in vivo activity",2019,"International Journal of Pharmaceutics",558,"",,268,283,,7,10.1016/j.ijpharm.2018.12.059,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060204735&partnerID=40&md5=09577f0cdb889253669f55696c088f62",Review,Final,,Scopus,2-s2.0-85060204735
"Zhuang, R., Yao, S., Shen, X., Li, T.","57195584999; 56729673600; 9043070300; 57193090427","A freestanding MoO<inf>2</inf>-decorated carbon nanofibers interlayer for rechargeable lithium sulfur battery",2019,"International Journal of Energy Research",43,"3",,1111,1120,,15,10.1002/er.4334,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059316387&partnerID=40&md5=d85cbbcc1aa83f20153a97c89744fa97",Article,Final,,Scopus,2-s2.0-85059316387
"López-Peña, I.Y., Castillo-Ortega, M.M., Plascencia-Martínez, D.F., Félix-Núñez, A., Rodríguez-Félix, D.E., Del Castillo-Castro, T., Encinas-Encinas, J.C., Santacruz-Ortega, H., Rodríguez-Félix, F., Cauich-Rodríguez, J.V., Burruel-Ibarra, S., Hernandez-Martínez, D., Quiroz-Castillo, J.M.","57204234957; 35583243300; 57204101676; 57204112706; 56000860300; 56000928700; 57214212424; 55763492800; 56013544000; 55993720700; 8321430600; 55036428800; 55920867700","Study of the release kinetics of (−) epicatechin: Effect of its location within the fiber or sphere",2019,"Journal of Applied Polymer Science",136,"10", 47166,,,,,10.1002/app.47166,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85054547091&partnerID=40&md5=970bd75b17ad677ed00588be226a8c74",Article,Final,,Scopus,2-s2.0-85054547091
"Xue, S., Yao, S., Jing, M., Zhu, L., Shen, X., Li, T., YiLiu, Z.","57191502274; 56729673600; 7003511606; 55710405200; 9043070300; 57193090427; 57205511423","Three-dimension ivy-structured MoS <inf>2</inf> nanoflakes-embedded nitrogen doped carbon nanofibers composite membrane as free-standing electrodes for Li/polysulfides batteries",2019,"Electrochimica Acta",299,"",,549,559,,11,10.1016/j.electacta.2019.01.044,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060338763&partnerID=40&md5=1f01da40c02024349b4aad9389ddcabd",Article,Final,,Scopus,2-s2.0-85060338763
"Lakshmanan, R., Campbell, J., Ukani, G., O'Reilly Beringhs, A., Selvaraju, V., Thirunavukkarasu, M., Lu, X., Palesty, J.A., Maulik, N.","46661288300; 57195138715; 57194326642; 57204568270; 57195195619; 14058946600; 56078510000; 6603365803; 7005372154","Evaluation of dermal tissue regeneration using resveratrol loaded fibrous matrix in a preclinical mouse model of full-thickness ischemic wound",2019,"International Journal of Pharmaceutics",558,"",,177,186,,2,10.1016/j.ijpharm.2019.01.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060076918&partnerID=40&md5=80c432ebc9a927de789362e9bd2e6a80",Article,Final,,Scopus,2-s2.0-85060076918
"Ferreira, A.C., Branco, J.B.","56327752500; 7006824538","Methanation of CO <inf>2</inf> over nanostructured nickel-4f block element bimetallic oxides",2019,"International Journal of Hydrogen Energy",44,"13",,6505,6513,,5,10.1016/j.ijhydene.2019.01.160,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061046203&partnerID=40&md5=7e7a84178edd781bb5ffe70d990a92b7",Review,Final,,Scopus,2-s2.0-85061046203
"Srikanth, M., Asmatulu, R., Cluff, K., Yao, L.","57197442377; 6602683686; 36544990300; 15754425300","Material Characterization and Bioanalysis of Hybrid Scaffolds of Carbon Nanomaterial and Polymer Nanofibers",2019,"ACS Omega",4,"3",,5044,5051,,3,10.1021/acsomega.9b00197,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062792073&partnerID=40&md5=00b25475dd47fad01b0072e18f866e33",Article,Final,Open Access,Scopus,2-s2.0-85062792073
"Wu, J., Zhou, H., Wang, H., Shao, H., Yan, G., Lin, T.","56505996900; 55574208922; 57203774666; 56514581100; 57193311806; 57194638892","Novel Water Harvesting Fibrous Membranes with Directional Water Transport Capability",2019,"Advanced Materials Interfaces",6,"5", 1801529,,,,5,10.1002/admi.201801529,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060644703&partnerID=40&md5=7c3420896524320db626d02c96654c59",Article,Final,,Scopus,2-s2.0-85060644703
"Tsai, N.-C., She, J.-W., Wu, J.-G., Chen, P., Hsiao, Y.-S., Yu, J.","57205466779; 57205470942; 57190973563; 55510551200; 23492644500; 11738939900","Poly(3,4-ethylenedioxythiophene) Polymer Composite Bioelectrodes with Designed Chemical and Topographical Cues to Manipulate the Behavior of PC12 Neuronal Cells",2019,"Advanced Materials Interfaces",6,"5", 1801576,,,,7,10.1002/admi.201801576,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060181663&partnerID=40&md5=891467b3a2c339b75713753f50e9fc9e",Article,Final,,Scopus,2-s2.0-85060181663
"Park, D., Kim, M., Lee, S., Yoon, I.-J., Lee, K., Lee, M.H., Nah, J.","57193693123; 57205467486; 35422255100; 8509644100; 55804610500; 7409120793; 57204812824","Light-Permeable Air Filter with Self-Polarized Nylon-11 Nanofibers for Enhanced Trapping of Particulate Matters",2019,"Advanced Materials Interfaces",6,"5", 1801832,,,,2,10.1002/admi.201801832,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060132535&partnerID=40&md5=25cc7ce320a424243373371612563a0b",Article,Final,,Scopus,2-s2.0-85060132535
"Meng, F., Song, M., Wei, Y., Wang, Y.","57201503255; 57198323838; 57188538693; 57205495540","The contribution of oxygen-containing functional groups to the gas-phase adsorption of volatile organic compounds with different polarities onto lignin-derived activated carbon fibers",2019,"Environmental Science and Pollution Research",26,"7",,7195,7204,,15,10.1007/s11356-019-04190-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060215028&partnerID=40&md5=5fc65c08cba788ce23030985252fb483",Article,Final,,Scopus,2-s2.0-85060215028
"Huang, J., Cao, Y., Wen, H., Zhang, J., Wang, H., Yu, H., Peng, F.","56505740000; 56888144300; 57204910066; 57204913113; 55963085400; 55621173800; 56262796000","Unraveling the intrinsic enhancement of fluorine doping in the dual-doped magnetic carbon adsorbent for the environmental remediation",2019,"Journal of Colloid and Interface Science",538,"",,327,339,,5,10.1016/j.jcis.2018.12.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057889836&partnerID=40&md5=70a5eac464fa5bc9a32b8c41ffc6d10c",Article,Final,,Scopus,2-s2.0-85057889836
"Rong, F., Wang, Q., Lu, Q., Yao, L., Wei, M.","57207616999; 57075370900; 7401444390; 57195555464; 55781262300","Rational Fabrication of Hierarchical Z-Scheme WO <inf>3</inf> /Bi <inf>2</inf> WO <inf>6</inf> Nanotubes for Superior Photoelectrocatalytic Reaction",2019,"ChemistrySelect",4,"9",,2676,2684,,5,10.1002/slct.201803620,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062660084&partnerID=40&md5=87435f79ef2a64b6cb45016f005cc50b",Article,Final,,Scopus,2-s2.0-85062660084
"Silva, R.S., Guimarães, E.V., Cano, N.F., Rosa, R.H., Mikhail, H.D., Silva, A.C.A., Dantas, N.O.","57209910849; 57200212205; 7005241196; 57207568011; 57188628965; 35367216600; 6603696115","Raman and EPR Characterization of Diluted Magnetic Semiconductor Sb<inf>2-x</inf>Mn<inf>x</inf>S<inf>3</inf> Nanocrystals Grown in a Glass Matrix",2019,"Journal of Physical Chemistry C",123,"9",,5680,5685,,3,10.1021/acs.jpcc.8b10539,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062606580&partnerID=40&md5=ec3349d0fb2d71676b31e79cfa9c3622",Article,Final,,Scopus,2-s2.0-85062606580
"Choi, Y.-I., Hwang, B.-U., Meeseepong, M., Hanif, A., Ramasundaram, S., Trung, T.Q., Lee, N.-E.","57207270691; 55278193600; 57204953645; 57194619072; 24528972800; 26634458900; 7402722400","Stretchable and transparent nanofiber-networked electrodes based on nanocomposites of polyurethane/reduced graphene oxide/silver nanoparticles with high dispersion and fused junctions",2019,"Nanoscale",11,"9",,4015,4024,,6,10.1039/c8nr10170a,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062378950&partnerID=40&md5=6c1d8e4efa9321734117732556a0b793",Article,Final,,Scopus,2-s2.0-85062378950
"Chen, S., Lv, C., Hao, K., Jin, L., Xie, Y., Zhao, W., Sun, S., Zhang, X., Zhao, C.","57191824574; 57205073430; 57205072762; 57205083471; 56372899600; 26434445300; 55357537100; 55919528300; 57204632400","Multifunctional negatively-charged poly (ether sulfone) nanofibrous membrane for water remediation",2019,"Journal of Colloid and Interface Science",538,"",,648,659,,5,10.1016/j.jcis.2018.12.038,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058438156&partnerID=40&md5=c277ab3104a2f2fda8cc1f117e1a2ab9",Article,Final,,Scopus,2-s2.0-85058438156
"Sriyanti, I., Jauhari, J.","56069497000; 57208283708","Synthesis of polyvinyl acetate (PVAc) fibers using needleless electrospinning technique with straight wire electrode",2019,"Journal of Physics: Conference Series",1166,"1", 012012,,,,1,10.1088/1742-6596/1166/1/012012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064350876&partnerID=40&md5=9a8acde0889ccbcfc764d1dd38a72c5b",Conference Paper,Final,Open Access,Scopus,2-s2.0-85064350876
"Li, F., Peng, H., Xia, D., Yang, J., Yang, K., Yin, F., Yuan, W.","57207867929; 7402232198; 35738210500; 57203085347; 57202512887; 7202679517; 55184995400","Highly Sensitive, Selective, and Flexible NO <inf>2</inf> Chemiresistors Based on Multilevel Structured Three-Dimensional Reduced Graphene Oxide Fiber Scaffold Modified with Aminoanthroquinone Moieties and Ag Nanoparticles",2019,"ACS Applied Materials and Interfaces",11,"9",,9309,9316,,2,10.1021/acsami.8b20462,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062334439&partnerID=40&md5=3df5fdc2edcdd6e55a170639c20877af",Article,Final,,Scopus,2-s2.0-85062334439
[No author name available],[No author name available],"Journal of Physics: Conference Series",2019,"Journal of Physics: Conference Series",1166,"1",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85064334565&partnerID=40&md5=ac2dc3c1055b49840c7cafc9b7ff692d",Conference Review,Final,,Scopus,2-s2.0-85064334565
"Yuan, Y., Yu, H., Cheng, X., Ye, W., Liu, T., Zheng, R., Long, N., Shui, M., Shu, J.","57207490026; 56652767100; 57193494059; 57193076935; 56235842200; 57198448909; 35240640000; 6603600021; 24462655300","H <inf>0.92</inf> K <inf>0.08</inf> TiNbO <inf>5</inf> Nanowires Enabling High-Performance Lithium-Ion Uptake",2019,"ACS Applied Materials and Interfaces",11,"9",,9136,9143,,,10.1021/acsami.8b21817,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062583638&partnerID=40&md5=7542ce2bb3cf2351459a0ed7ca6ca3ad",Article,Final,,Scopus,2-s2.0-85062583638
"Li, J., Xu, S., Hassan, M., Shao, J., Ren, L.-F., He, Y.","56662278400; 57206775379; 57203296600; 7201362102; 56547972700; 56699007800","Effective modeling and optimization of PVDF–PTFE electrospinning parameters and membrane distillation process by response surface methodology",2019,"Journal of Applied Polymer Science",136,"9", 47125,,,,3,10.1002/app.47125,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85054476545&partnerID=40&md5=88c3f05e0efe61c614b4e4f14eb84930",Article,Final,,Scopus,2-s2.0-85054476545
"Tahvili, A., Poush, M.K., Ahmed, M., Parsaee, Z.","57200658785; 57204785584; 57205099974; 57193423054","New efficient inorganic-organic nanofibers electrospun membrane for fluorescence detection and removal of mercury (II) ions",2019,"Journal of Molecular Structure",1179,"",,242,251,,4,10.1016/j.molstruc.2018.10.069,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85057144730&partnerID=40&md5=698a6ae788a144a4c2c7abf9e102e6cf",Article,Final,,Scopus,2-s2.0-85057144730
"Xue, W., Hu, Y., Wang, F., Yang, X., Wang, L.","57190576421; 57205190445; 55740442200; 36678403100; 35235632600","Fe<inf>3</inf>O<inf>4</inf>/ poly(caprolactone) (PCL) electrospun membranes as methylene blue catalyst with high recyclability",2019,"Colloids and Surfaces A: Physicochemical and Engineering Aspects",564,"",,115,121,,2,10.1016/j.colsurfa.2018.12.037,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058938738&partnerID=40&md5=c9db4db1ab18e043af378c1a67a7c34e",Article,Final,,Scopus,2-s2.0-85058938738
"Ardekani, R., Borhani, S., Rezaei, B.","57204121657; 24174363500; 8285878300","Simple preparation and characterization of molecularly imprinted nylon 6 nanofibers for the extraction of bisphenol A from wastewater",2019,"Journal of Applied Polymer Science",136,"9", 47112,,,,4,10.1002/app.47112,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85054600580&partnerID=40&md5=8f9be7dbb9576cb498019fbf407f73e0",Article,Final,,Scopus,2-s2.0-85054600580
"Danilovich, I.L., Merkulova, A.V., Morozov, I.V., Ovchenkov, E.A., Spiridonov, F.M., Zvereva, E.A., Volkova, O.S., Mazurenko, V.V., Pchelkina, Z.V., Tsirlin, A.A., Balz, C., Holenstein, S., Luetkens, H., Shakin, A.A., Vasiliev, A.N.","57094021900; 6603163365; 57210718645; 6505814943; 7004322963; 57197838974; 57194104299; 7003720989; 6602942554; 7005073526; 36611332900; 56940954700; 6701336243; 56835661700; 57211720846","Strongly canted antiferromagnetic ground state in Cu<inf>3</inf>(OH)<inf>2</inf>F<inf>4</inf>",2019,"Journal of Alloys and Compounds",776,"",,16,21,,2,10.1016/j.jallcom.2018.10.032,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85055563154&partnerID=40&md5=87e38d539a83c4ccc47152fd4fa54f78",Article,Final,,Scopus,2-s2.0-85055563154
"Adeel, M., Ren, L.-F., Li, J., Shao, J., Jawad, A., Su, C., Wang, Y., Guo, L., He, Y.","57200722889; 56547972700; 56662278400; 7201362102; 57190426918; 57201373755; 57204560219; 57204562347; 56699007800","Enhanced mechanical properties of PDMS/PMMA composite membrane using MWCNTs and its application in phenol separation from saline wastewater",2019,"Journal of Applied Polymer Science",136,"9", 47123,,,,,10.1002/app.47123,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85055042576&partnerID=40&md5=3bba816a5485141271597daa6eaa3da7",Article,Final,,Scopus,2-s2.0-85055042576
"Mirzaei-parsa, M.J., Ghanbari, H., Alipoor, B., Tavakoli, A., Najafabadi, M.R.H., Faridi-Majidi, R.","57203712272; 37031133600; 54683478100; 36792654300; 57203550052; 55991162500","Nanofiber-acellular dermal matrix as a bilayer scaffold containing mesenchymal stem cell for healing of full-thickness skin wounds",2019,"Cell and Tissue Research",375,"3",,709,721,,2,10.1007/s00441-018-2927-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85055471560&partnerID=40&md5=a51314632f86672ebca11d4d7eed78b1",Article,Final,,Scopus,2-s2.0-85055471560
"Li, L., Sun, Y.-X., Sun, W.-F.","57208679685; 57205703043; 55726564200","First-principles study of electronic structure, magnetic and optical properties of laminated molybdenum oxides | 层状氧化钼的电子结构、磁和光学性质第一原理研究",2019,"Wuli Xuebao/Acta Physica Sinica",68,"5", 057101,,,,,10.7498/aps.68.20181962,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065320160&partnerID=40&md5=e96dc11dba70dcb10513145f522ed1d0",Article,Final,,Scopus,2-s2.0-85065320160
"Lee, D., Jung, J., Lee, G.H., Lee, W.I.","15760269000; 57199984328; 57193879261; 55662932500","Electrospun nanofiber composites with micro-/nano-particles for thermal insulation",2019,"Advanced Composite Materials",28,"2",,193,202,,,10.1080/09243046.2018.1478607,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048867046&partnerID=40&md5=37e5e02d1437a1ceabbdf83c3a03affc",Article,Final,,Scopus,2-s2.0-85048867046
"Ali, U., Niu, H., Khurshid, M.F., Abbas, A., Lin, T.","57214298632; 24725278200; 55931724600; 56678998700; 57194638892","Electrospinning behavior of needleless spinneret with a popular mace shape",2019,"Journal of the Textile Institute",110,"3",,349,357,,4,10.1080/00405000.2018.1480456,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047935125&partnerID=40&md5=dfbf4c8c84a6daba5a56ec3e2209a2a2",Article,Final,,Scopus,2-s2.0-85047935125
"Luo, W., Xue, H.","57194418196; 7202517323","The synthesis and electrochemical performance of NiCo <inf>2</inf> O <inf>4</inf> embedded carbon nanofibers for high-performance supercapacitors",2019,"Fullerenes Nanotubes and Carbon Nanostructures",27,"3",,189,197,,2,10.1080/1536383X.2018.1538131,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85059330475&partnerID=40&md5=1dcf5222dc398e69398ec190ceaccd6b",Article,Final,,Scopus,2-s2.0-85059330475
"Huang, L., Cao, K., Hu, P., Liu, Y.","57205712289; 57195960640; 57205724896; 56180463700","Orthogonal experimental preparation of Sanguis Draconis- Polyvinylpyrrolidone microfibers by electrospinning",2019,"Journal of Biomaterials Science, Polymer Edition",30,"4",,308,321,,,10.1080/09205063.2019.1570432,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85061260794&partnerID=40&md5=590b62b671ac5e3e17d11ebb130c5305",Article,Final,,Scopus,2-s2.0-85061260794
"Buß, J.H., Fernández-Garrido, S., Brandt, O., Hägele, D., Rudolph, J.","57198283523; 8882215300; 7005856203; 56062572300; 7103011857","Electron spin dynamics in mesoscopic GaN nanowires",2019,"Applied Physics Letters",114,"9", 092406,,,,,10.1063/1.5080508,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062795337&partnerID=40&md5=e0f479e3414bf92d80981744ce68d916",Article,Final,,Scopus,2-s2.0-85062795337
